tradeDate,ticker,scenario,pandar_approval_scope,pandar_direct_portion,project_derived_portion,first_action,source_dataset,ranking_score,stockPrice,return_5d_pct,drawdown_20d_pct,ivRank1y,rr25_pct252,callskew_pct252,putskew_pct252,call_wing_10_pct252,call_kink_pct252,avgOptVolu20d,oi,dollar_stock_volume,chain_confirmed,failure_reason,option_side,expiry,dte,leg1_action,leg1_strike,leg1_delta,leg1_bid,leg1_ask,leg1_oi,leg1_volume,leg2_action,leg2_strike,leg2_bid,leg2_ask,leg2_oi,leg2_volume,spread_width,entry_cash,target_leg2_price,long_otm_pct,lower_otm_pct,hiro_followup_available_sessions,hiro_followup_first_session,hiro_followup_last_session
2026-08-19,MSTR,sell-first call grab,Pandar-direct call-tail sale/crush core only; conversion is derived,sell unusually overpriced far-OTM front-weekly call tails; expect local wing crush; size for strike touch,RR/wing/kink gates; 2-6 delta and 5-19 DTE selection; nearer-call conversion; order and stop rules,sell far-OTM call,2026-08-11_to_2026-08-27_call_scan,53.45238095238095,103.87,9.405940594059414,0.0,47.73,0.3968253968253968,96.82539682539682,,92.06349206349206,84.92063492063492,380247.45,2868838,1481139079.56,True,,,2026-08-28,10.0,STO,140.0,0.0335747081352059,0.24,0.29,762.0,2338.0,BTO,135.0,0.3,0.39,565.0,935.0,5.0,0.24,0.1399999999999999,,,9,2026-08-21,2026-09-04
2026-08-25,BE,buy-first put-tail inventory,Pandar-direct inventory program; exact scanner geometry is partly mechanized,accumulate cheap far-OTM 1:1 put vertical inventory; usually about $5 wide and under $0.10; recycle and roll,IV/RR/put-skew gates; fixed 25-45% OTM band; complete-at-entry rule; universal 3x/5x exits,buy complete put spread in this implementation,2026-08-24_to_2026-09-02_four_method_scan,46.42523809523809,216.23,2.9715700747654505,-9.303301036030376,11.67,18.650793650793652,78.57142857142857,15.873015873015872,76.98412698412699,73.80952380952381,129056.45,896382,3389927157.2200003,True,,put,2026-09-18,25.0,BTO,130.0,0.9852311403267424,0.3,0.35,1913.0,33.0,STO,125.0,0.25,0.3,672.0,19.0,5.0,0.0999999999999999,,39.87883272441381,,5,2026-08-27,2026-09-04
2026-08-25,CRWV,buy-first put-tail inventory,Pandar-direct inventory program; exact scanner geometry is partly mechanized,accumulate cheap far-OTM 1:1 put vertical inventory; usually about $5 wide and under $0.10; recycle and roll,IV/RR/put-skew gates; fixed 25-45% OTM band; complete-at-entry rule; universal 3x/5x exits,buy complete put spread in this implementation,2026-08-24_to_2026-09-02_four_method_scan,45.81095238095238,88.01,-6.172707889125794,-18.53188929001203,16.57,5.9523809523809526,93.25396825396824,7.142857142857143,66.66666666666667,41.666666666666664,251704.05,2108922,2779319137.5,True,,put,2026-09-18,25.0,BTO,55.0,0.9880113324421876,0.1,0.13,3789.0,32.0,STO,50.0,0.05,0.07,6685.0,25.0,5.0,0.08,,37.50710146574253,,5,2026-08-27,2026-09-04
2026-08-25,GOOG,buy-first put-tail inventory,Pandar-direct inventory program; exact scanner geometry is partly mechanized,accumulate cheap far-OTM 1:1 put vertical inventory; usually about $5 wide and under $0.10; recycle and roll,IV/RR/put-skew gates; fixed 25-45% OTM band; complete-at-entry rule; universal 3x/5x exits,buy complete put spread in this implementation,2026-08-24_to_2026-09-02_four_method_scan,44.24587301587302,343.43,0.3946445275958998,-8.996237214478775,18.77,5.9523809523809526,87.6984126984127,3.968253968253968,78.17460317460318,49.6031746031746,174131.85,1694874,6157495594.91,True,,put,2026-09-18,25.0,BTO,190.0,0.999366434584798,0.01,0.09,1274.0,5.0,STO,185.0,0.01,0.03,440.0,17.0,5.0,0.08,,44.67577089945549,,5,2026-08-27,2026-09-04
2026-08-25,GOOGL,buy-first put-tail inventory,Pandar-direct inventory program; exact scanner geometry is partly mechanized,accumulate cheap far-OTM 1:1 put vertical inventory; usually about $5 wide and under $0.10; recycle and roll,IV/RR/put-skew gates; fixed 25-45% OTM band; complete-at-entry rule; universal 3x/5x exits,buy complete put spread in this implementation,2026-08-24_to_2026-09-02_four_method_scan,42.44714285714286,347.02,0.78122731100978,-8.676544119582097,20.41,7.142857142857143,78.17460317460318,3.5714285714285716,80.55555555555556,50.79365079365079,465960.4,3149256,9253345649.4,True,,put,2026-10-16,53.0,BTO,250.0,0.9899253662469938,0.21,0.25,3450.0,18.0,STO,245.0,0.2,0.26,916.0,1.0,5.0,0.0499999999999999,,27.958042764105805,,5,2026-08-27,2026-09-04
2026-08-25,IREN,buy-first put-tail inventory,Pandar-direct inventory program; exact scanner geometry is partly mechanized,accumulate cheap far-OTM 1:1 put vertical inventory; usually about $5 wide and under $0.10; recycle and roll,IV/RR/put-skew gates; fixed 25-45% OTM band; complete-at-entry rule; universal 3x/5x exits,buy complete put spread in this implementation,2026-08-24_to_2026-09-02_four_method_scan,59.126984126984134,42.08,-0.2134218638842888,-6.384872080088999,0.0,15.07936507936508,78.96825396825396,14.285714285714286,66.26984126984127,91.26984126984128,270564.75,2366823,1850839194.96,True,,put,2026-09-18,25.0,BTO,25.0,0.9788928551644808,0.1,0.13,6282.0,243.0,STO,20.0,0.05,0.06,50109.0,127.0,5.0,0.08,,40.5893536121673,,6,2026-08-27,2026-09-04
2026-08-25,NVDA,buy-first put-tail inventory,Pandar-direct inventory program; exact scanner geometry is partly mechanized,accumulate cheap far-OTM 1:1 put vertical inventory; usually about $5 wide and under $0.10; recycle and roll,IV/RR/put-skew gates; fixed 25-45% OTM band; complete-at-entry rule; universal 3x/5x exits,buy complete put spread in this implementation,2026-08-24_to_2026-09-02_four_method_scan,39.460317460317455,212.38,-3.1863974107672055,-5.889130145788091,23.0,7.142857142857143,89.68253968253968,5.555555555555555,86.5079365079365,96.03174603174604,3093437.85,13982418,24362670712.48,True,,put,2026-09-18,25.0,BTO,120.0,0.9988365789937478,0.07,0.08,38977.0,1078.0,STO,115.0,0.07,0.08,9354.0,123.0,5.0,0.0099999999999999,,43.497504473114226,,5,2026-08-27,2026-09-04
2026-08-25,SCHW,buy-first put-tail inventory,Pandar-direct inventory program; exact scanner geometry is partly mechanized,accumulate cheap far-OTM 1:1 put vertical inventory; usually about $5 wide and under $0.10; recycle and roll,IV/RR/put-skew gates; fixed 25-45% OTM band; complete-at-entry rule; universal 3x/5x exits,buy complete put spread in this implementation,2026-08-24_to_2026-09-02_four_method_scan,39.44730158730158,113.07,1.2809029021855878,-0.352516083546317,22.14,8.333333333333334,82.14285714285714,8.73015873015873,41.26984126984127,21.428571428571427,18642.7,437328,789927620.85,True,,put,2026-09-18,25.0,BTO,77.5,0.999932141033882,0.01,0.08,1706.0,31.0,STO,75.0,0.01,0.03,3542.0,4.0,2.5,0.07,,31.458388608826382,,5,2026-08-27,2026-09-04
2026-08-25,SOFI,buy-first put-tail inventory,Pandar-direct inventory program; exact scanner geometry is partly mechanized,accumulate cheap far-OTM 1:1 put vertical inventory; usually about $5 wide and under $0.10; recycle and roll,IV/RR/put-skew gates; fixed 25-45% OTM band; complete-at-entry rule; universal 3x/5x exits,buy complete put spread in this implementation,2026-08-24_to_2026-09-02_four_method_scan,38.66428571428571,18.81,5.733558178752096,-0.370762711864403,17.05,30.555555555555557,44.04761904761905,15.873015873015872,15.476190476190476,50.3968253968254,357360.6,3835337,1107219965.76,True,,put,2026-10-16,53.0,BTO,11.0,0.9929013896499028,0.01,0.05,3970.0,10.0,STO,8.0,0.01,0.04,428.0,12.0,3.0,0.04,,41.5204678362573,,7,2026-08-27,2026-09-04
2026-08-26,AMZN,buy-first put-tail inventory,Pandar-direct inventory program; exact scanner geometry is partly mechanized,accumulate cheap far-OTM 1:1 put vertical inventory; usually about $5 wide and under $0.10; recycle and roll,IV/RR/put-skew gates; fixed 25-45% OTM band; complete-at-entry rule; universal 3x/5x exits,buy complete put spread in this implementation,2026-08-24_to_2026-09-02_four_method_scan,23.945396825396823,260.29,-1.9327857734910636,-8.71821848150095,32.88,21.03174603174603,76.98412698412699,19.84126984126984,63.492063492063494,69.04761904761905,864776.05,4400043,12065978347.62,True,,put,2026-09-18,24.0,BTO,180.0,0.9998349367626108,0.06,0.08,8577.0,1.0,STO,175.0,0.05,0.07,11815.0,0.0,5.0,0.03,,30.846363671289723,,6,2026-08-27,2026-09-04
2026-08-26,BE,buy-first put-tail inventory,Pandar-direct inventory program; exact scanner geometry is partly mechanized,accumulate cheap far-OTM 1:1 put vertical inventory; usually about $5 wide and under $0.10; recycle and roll,IV/RR/put-skew gates; fixed 25-45% OTM band; complete-at-entry rule; universal 3x/5x exits,buy complete put spread in this implementation,2026-08-24_to_2026-09-02_four_method_scan,51.62746031746032,219.77,7.367238262738773,-7.818463990604418,8.69,15.476190476190476,77.38095238095238,7.936507936507937,81.74603174603175,79.36507936507937,121345.95,926271,3605226844.15,True,,put,2026-09-18,24.0,BTO,135.0,0.9849700327116784,0.29,0.33,2731.0,44.0,STO,130.0,0.23,0.25,1918.0,69.0,5.0,0.1,,38.57214360467762,,5,2026-08-27,2026-09-04
2026-08-26,BMNR,buy-first put-tail inventory,Pandar-direct inventory program; exact scanner geometry is partly mechanized,accumulate cheap far-OTM 1:1 put vertical inventory; usually about $5 wide and under $0.10; recycle and roll,IV/RR/put-skew gates; fixed 25-45% OTM band; complete-at-entry rule; universal 3x/5x exits,buy complete put spread in this implementation,2026-08-24_to_2026-09-02_four_method_scan,42.123492063492066,25.09,24.45436507936507,0.0,14.94,20.238095238095237,77.38095238095238,19.444444444444443,65.07936507936508,69.04761904761905,139502.95,1530090,905057080.6,True,,put,2026-09-18,24.0,BTO,18.0,0.9556906816351352,0.1,0.11,3170.0,67.0,STO,13.0,0.01,0.06,2499.0,3.0,5.0,0.1,,28.258270227182148,,5,2026-08-27,2026-09-04
2026-08-26,IREN,buy-first put-tail inventory,Pandar-direct inventory program; exact scanner geometry is partly mechanized,accumulate cheap far-OTM 1:1 put vertical inventory; usually about $5 wide and under $0.10; recycle and roll,IV/RR/put-skew gates; fixed 25-45% OTM band; complete-at-entry rule; universal 3x/5x exits,buy complete put spread in this implementation,2026-08-24_to_2026-09-02_four_method_scan,59.76190476190476,39.66,-6.550424128180965,-11.768631813125708,0.0,13.88888888888889,82.14285714285714,12.301587301587302,83.33333333333333,93.65079365079364,265555.75,2428882,1957233632.76,True,,put,2026-09-18,24.0,BTO,24.0,0.9781495917356328,0.08,0.12,383.0,10.0,STO,19.0,0.02,0.05,1407.0,1.0,5.0,0.0999999999999999,,39.485627836611194,,6,2026-08-27,2026-09-04
2026-08-26,MRNA,buy-first put-tail inventory,Pandar-direct inventory program; exact scanner geometry is partly mechanized,accumulate cheap far-OTM 1:1 put vertical inventory; usually about $5 wide and under $0.10; recycle and roll,IV/RR/put-skew gates; fixed 25-45% OTM band; complete-at-entry rule; universal 3x/5x exits,buy complete put spread in this implementation,2026-08-24_to_2026-09-02_four_method_scan,36.07873015873016,148.58,-11.88993654747078,-11.88993654747078,24.08,12.698412698412698,88.0952380952381,11.507936507936508,69.44444444444444,72.22222222222223,146788.15,962795,4164670311.9,True,,put,2026-09-18,24.0,BTO,90.0,0.9901100921568354,0.16,0.19,966.0,87.0,STO,85.0,0.1,0.15,432.0,15.0,5.0,0.09,,39.42657154394939,,6,2026-08-27,2026-09-04
2026-08-26,NVDA,buy-first put-tail inventory,Pandar-direct inventory program; exact scanner geometry is partly mechanized,accumulate cheap far-OTM 1:1 put vertical inventory; usually about $5 wide and under $0.10; recycle and roll,IV/RR/put-skew gates; fixed 25-45% OTM band; complete-at-entry rule; universal 3x/5x exits,buy complete put spread in this implementation,2026-08-24_to_2026-09-02_four_method_scan,35.189682539682536,209.6,-4.068836102338791,-7.121017414809227,27.35,7.142857142857143,88.4920634920635,5.158730158730159,94.04761904761904,98.015873015873,3023762.3,14525230,24562182328.35,True,,put,2026-09-18,24.0,BTO,120.0,0.9988216036865586,0.07,0.08,39829.0,23.0,STO,115.0,0.07,0.08,9383.0,21.0,5.0,0.0099999999999999,,42.74809160305343,,5,2026-08-27,2026-09-04
2026-08-26,PLTR,buy-first put-tail inventory,Pandar-direct inventory program; exact scanner geometry is partly mechanized,accumulate cheap far-OTM 1:1 put vertical inventory; usually about $5 wide and under $0.10; recycle and roll,IV/RR/put-skew gates; fixed 25-45% OTM band; complete-at-entry rule; universal 3x/5x exits,buy complete put spread in this implementation,2026-08-24_to_2026-09-02_four_method_scan,31.77873015873016,177.71,1.5137667085570738,-1.1953741799177189,23.38,25.79365079365079,63.492063492063494,23.41269841269841,64.28571428571429,86.9047619047619,614950.0,3519181,7955756733.41,True,,put,2026-09-18,24.0,BTO,105.0,0.999419375576211,0.1,0.13,8585.0,89.0,STO,100.0,0.09,0.1,14720.0,91.0,5.0,0.04,,40.91497383377413,,4,2026-08-27,2026-09-01
2026-08-27,AMZN,buy-first put-tail inventory,Pandar-direct inventory program; exact scanner geometry is partly mechanized,accumulate cheap far-OTM 1:1 put vertical inventory; usually about $5 wide and under $0.10; recycle and roll,IV/RR/put-skew gates; fixed 25-45% OTM band; complete-at-entry rule; universal 3x/5x exits,buy complete put spread in this implementation,2026-08-24_to_2026-09-02_four_method_scan,30.099841269841267,256.88,-1.6049335427280045,-9.914080308609496,31.17,9.92063492063492,88.4920634920635,8.73015873015873,72.22222222222223,38.492063492063494,841757.9,4411796,11742211274.759998,True,,put,2026-09-18,23.0,BTO,150.0,0.9999646169988688,0.01,0.02,6260.0,0.0,STO,145.0,0.01,0.07,1582.0,16.0,5.0,0.01,,41.60697601993149,,5,2026-08-28,2026-09-04
2026-08-27,CRWV,buy-first put-tail inventory,Pandar-direct inventory program; exact scanner geometry is partly mechanized,accumulate cheap far-OTM 1:1 put vertical inventory; usually about $5 wide and under $0.10; recycle and roll,IV/RR/put-skew gates; fixed 25-45% OTM band; complete-at-entry rule; universal 3x/5x exits,buy complete put spread in this implementation,2026-08-24_to_2026-09-02_four_method_scan,52.38507936507936,86.67,-3.4317548746518045,-19.77228547625659,11.98,1.1904761904761905,95.23809523809524,1.984126984126984,78.96825396825396,25.0,241201.35,2168148,2750526716.34,True,,put,2026-09-18,23.0,BTO,50.0,0.9977888731323408,0.03,0.06,6667.0,104.0,STO,45.0,0.01,0.05,3498.0,0.0,5.0,0.0499999999999999,,42.30991115726318,,4,2026-08-28,2026-09-04
2026-08-27,GOOG,buy-first put-tail inventory,Pandar-direct inventory program; exact scanner geometry is partly mechanized,accumulate cheap far-OTM 1:1 put vertical inventory; usually about $5 wide and under $0.10; recycle and roll,IV/RR/put-skew gates; fixed 25-45% OTM band; complete-at-entry rule; universal 3x/5x exits,buy complete put spread in this implementation,2026-08-24_to_2026-09-02_four_method_scan,47.84301587301587,337.64,-0.2157401660903835,-10.5304997615136,13.03,11.11111111111111,78.17460317460318,9.523809523809524,72.61904761904762,31.746031746031747,170559.4,1752664,5862044080.6,True,,put,2026-10-16,51.0,BTO,230.0,0.9964686078036274,0.1,0.15,859.0,2.0,STO,225.0,0.09,0.14,895.0,4.0,5.0,0.06,,31.880108991825608,,4,2026-08-28,2026-09-04
2026-08-27,GOOGL,buy-first put-tail inventory,Pandar-direct inventory program; exact scanner geometry is partly mechanized,accumulate cheap far-OTM 1:1 put vertical inventory; usually about $5 wide and under $0.10; recycle and roll,IV/RR/put-skew gates; fixed 25-45% OTM band; complete-at-entry rule; universal 3x/5x exits,buy complete put spread in this implementation,2026-08-24_to_2026-09-02_four_method_scan,50.62587301587302,340.69,-0.0938388903551246,-10.342377430985028,12.39,6.349206349206349,83.73015873015873,3.5714285714285716,75.0,32.53968253968254,457051.9,3232489,8816500764.0,True,,put,2026-10-16,51.0,BTO,245.0,0.9907708105785435,0.2,0.23,951.0,7.0,STO,240.0,0.16,0.22,1808.0,44.0,5.0,0.07,,28.08711732073146,,4,2026-08-28,2026-09-04
2026-08-27,NBIS,buy-first put-tail inventory,Pandar-direct inventory program; exact scanner geometry is partly mechanized,accumulate cheap far-OTM 1:1 put vertical inventory; usually about $5 wide and under $0.10; recycle and roll,IV/RR/put-skew gates; fixed 25-45% OTM band; complete-at-entry rule; universal 3x/5x exits,buy complete put spread in this implementation,2026-08-24_to_2026-09-02_four_method_scan,33.47904761904762,216.19,-0.2997601918465209,-20.873288924676093,24.14,21.428571428571427,70.63492063492063,15.476190476190476,83.33333333333333,35.317460317460316,243154.55,1332572,5786258197.41,True,,put,2026-09-18,23.0,BTO,120.0,0.9941120305624416,0.19,0.24,4506.0,156.0,STO,115.0,0.18,0.22,1760.0,27.0,5.0,0.06,,44.49326980896433,,4,2026-08-28,2026-09-04
2026-08-27,NVDA,buy-first put-tail inventory,Pandar-direct inventory program; exact scanner geometry is partly mechanized,accumulate cheap far-OTM 1:1 put vertical inventory; usually about $5 wide and under $0.10; recycle and roll,IV/RR/put-skew gates; fixed 25-45% OTM band; complete-at-entry rule; universal 3x/5x exits,buy complete put spread in this implementation,2026-08-24_to_2026-09-02_four_method_scan,49.02460317460318,228.35,5.322632719892995,0.0,9.15,11.11111111111111,92.85714285714286,23.015873015873016,67.46031746031746,80.15873015873017,3243404.65,15328583,24496727024.66,True,,put,2026-09-18,23.0,BTO,145.0,0.9989174451959876,0.06,0.08,27160.0,124.0,STO,140.0,0.06,0.07,47220.0,1403.0,5.0,0.02,,36.500985329538,,4,2026-08-28,2026-09-04
2026-08-27,PLTR,buy-first put-tail inventory,Pandar-direct inventory program; exact scanner geometry is partly mechanized,accumulate cheap far-OTM 1:1 put vertical inventory; usually about $5 wide and under $0.10; recycle and roll,IV/RR/put-skew gates; fixed 25-45% OTM band; complete-at-entry rule; universal 3x/5x exits,buy complete put spread in this implementation,2026-08-24_to_2026-09-02_four_method_scan,37.68746031746032,186.24,6.684997422237515,0.0,22.63,15.07936507936508,71.42857142857143,8.333333333333334,46.03174603174603,48.41269841269841,633540.2,3561097,8043232870.0,True,,put,2026-09-18,23.0,BTO,125.0,0.9973604812655856,0.14,0.16,10129.0,1059.0,STO,120.0,0.13,0.14,18752.0,2030.0,5.0,0.03,,32.88230240549829,,3,2026-08-28,2026-09-01
2026-08-28,BMNR,buy-first put-tail inventory,Pandar-direct inventory program; exact scanner geometry is partly mechanized,accumulate cheap far-OTM 1:1 put vertical inventory; usually about $5 wide and under $0.10; recycle and roll,IV/RR/put-skew gates; fixed 25-45% OTM band; complete-at-entry rule; universal 3x/5x exits,buy complete put spread in this implementation,2026-08-24_to_2026-09-02_four_method_scan,45.94984126984127,23.88,4.599211563731931,-7.976878612716765,10.32,24.20634920634921,62.698412698412696,19.444444444444443,58.333333333333336,52.38095238095238,150853.35,1634776,966150017.8,True,,put,2026-09-18,22.0,BTO,15.0,0.9927372900367938,0.02,0.04,6922.0,12631.0,STO,11.0,0.01,0.02,84.0,0.0,4.0,0.03,,37.1859296482412,,3,2026-08-31,2026-09-04
